CardNumber,CategoryName,CategoryNameSEO,HeadingID,ItemNameSEO,LotsFound,SetName,SetNameSEO,SpecDescription,SpecID,SpecSubjectName,SportCategoryID,Variety,YearIssued
117,Basketball Cards,basketball-cards,153946,donovan-mitchell,713,Panini Prizm,panini-prizm,"2017,Panini Prizm,117,Donovan Mitchell,Silver Prizm",2506367,Donovan Mitchell,20019,Silver Prizm,2017
117,Basketball Cards,basketball-cards,153946,donovan-mitchell,335,Panini Prizm,panini-prizm,"2017,Panini Prizm,117,Donovan Mitchell,Red White Blue Prizm",2511656,Donovan Mitchell,20019,Red White Blue Prizm,2017
117,Basketball Cards,basketball-cards,153946,donovan-mitchell,87,Panini Prizm,panini-prizm,"2017,Panini Prizm,117,Donovan Mitchell,Fast Break Prizm",2531856,Donovan Mitchell,20019,Fast Break Prizm,2017
051,Basketball Cards,basketball-cards,153946,bam-adebayo,20,Panini Prizm,panini-prizm,"2017,Panini Prizm,051,Bam Adebayo,Fast Break Prizm-Red",2646727,Bam Adebayo,20019,Fast Break Prizm-Red,2017
051,Basketball Cards,basketball-cards,153946,bam-adebayo,1,Panini Prizm,panini-prizm,"2017,Panini Prizm,051,Bam Adebayo,Fast Break Prizm-Neon Green",2640535,Bam Adebayo,20019,Fast Break Prizm-Neon Green,2017
051,Basketball Cards,basketball-cards,153946,bam-adebayo,3,Panini Prizm,panini-prizm,"2017,Panini Prizm,051,Bam Adebayo,Gold Prizm",2599809,Bam Adebayo,20019,Gold Prizm,2017
051,Basketball Cards,basketball-cards,153946,bam-adebayo,2,Panini Prizm,panini-prizm,"2017,Panini Prizm,051,Bam Adebayo,White Sparkle Prizm",2593871,Bam Adebayo,20019,White Sparkle Prizm,2017
051,Basketball Cards,basketball-cards,153946,bam-adebayo,1,Panini Prizm,panini-prizm,"2017,Panini Prizm,051,Bam Adebayo,Red Pulsar",2739713,Bam Adebayo,20019,Red Pulsar,2017
051,Basketball Cards,basketball-cards,153946,bam-adebayo,9,Panini Prizm,panini-prizm,"2017,Panini Prizm,051,Bam Adebayo,Fast Break Prizm-Pink",3146197,Bam Adebayo,20019,Fast Break Prizm-Pink,2017
051,Basketball Cards,basketball-cards,153946,bam-adebayo,3,Panini Prizm,panini-prizm,"2017,Panini Prizm,051,Bam Adebayo,Fast Break Prizm-Bronze",2858935,Bam Adebayo,20019,Fast Break Prizm-Bronze,2017
051,Basketball Cards,basketball-cards,153946,bam-adebayo,11,Panini Prizm,panini-prizm,"2017,Panini Prizm,051,Bam Adebayo,Fast Break Prizm-Purple",2898267,Bam Adebayo,20019,Fast Break Prizm-Purple,2017
051,Basketball Cards,basketball-cards,153946,bam-adebayo,10,Panini Prizm,panini-prizm,"2017,Panini Prizm,051,Bam Adebayo,Fast Break Prizm-Blue",3014847,Bam Adebayo,20019,Fast Break Prizm-Blue,2017
051,Basketball Cards,basketball-cards,153946,bam-adebayo,100,Panini Prizm,panini-prizm,"2017,Panini Prizm,051,Bam Adebayo,Red White Blue Prizm",2538173,Bam Adebayo,20019,Red White Blue Prizm,2017
051,Basketball Cards,basketball-cards,153946,bam-adebayo,12,Panini Prizm,panini-prizm,"2017,Panini Prizm,051,Bam Adebayo,Pink Pulsar",2539842,Bam Adebayo,20019,Pink Pulsar,2017
051,Basketball Cards,basketball-cards,153946,bam-adebayo,7,Panini Prizm,panini-prizm,"2017,Panini Prizm,051,Bam Adebayo,Orange Prizm",2550850,Bam Adebayo,20019,Orange Prizm,2017
051,Basketball Cards,basketball-cards,153946,bam-adebayo,58,Panini Prizm,panini-prizm,"2017,Panini Prizm,051,Bam Adebayo,Fast Break Prizm",2576663,Bam Adebayo,20019,Fast Break Prizm,2017
051,Basketball Cards,basketball-cards,153946,bam-adebayo,58,Panini Prizm,panini-prizm,"2017,Panini Prizm,051,Bam Adebayo,Ruby Wave",2556159,Bam Adebayo,20019,Ruby Wave,2017
051,Basketball Cards,basketball-cards,153946,bam-adebayo,38,Panini Prizm,panini-prizm,"2017,Panini Prizm,051,Bam Adebayo,Green Prizm",2521312,Bam Adebayo,20019,Green Prizm,2017
051,Basketball Cards,basketball-cards,153946,bam-adebayo,21,Panini Prizm,panini-prizm,"2017,Panini Prizm,051,Bam Adebayo,Hyper Prizm",2506542,Bam Adebayo,20019,Hyper Prizm,2017
051,Basketball Cards,basketball-cards,153946,bam-adebayo,442,Panini Prizm,panini-prizm,"2017,Panini Prizm,051,Bam Adebayo,Silver Prizm",2506544,Bam Adebayo,20019,Silver Prizm,2017
051,Basketball Cards,basketball-cards,153946,bam-adebayo,3,Panini Prizm,panini-prizm,"2017,Panini Prizm,051,Bam Adebayo,Mojo Prizm",2533560,Bam Adebayo,20019,Mojo Prizm,2017
051,Basketball Cards,basketball-cards,153946,bam-adebayo,4,Panini Prizm,panini-prizm,"2017,Panini Prizm,051,Bam Adebayo,Green Pulsar",2535268,Bam Adebayo,20019,Green Pulsar,2017
051,Basketball Cards,basketball-cards,153946,bam-adebayo,21,Panini Prizm,panini-prizm,"2017,Panini Prizm,051,Bam Adebayo,Blue Prizm",2508868,Bam Adebayo,20019,Blue Prizm,2017
051,Basketball Cards,basketball-cards,153946,bam-adebayo,34,Panini Prizm,panini-prizm,"2017,Panini Prizm,051,Bam Adebayo,Blue Ice",2514126,Bam Adebayo,20019,Blue Ice,2017
051,Basketball Cards,basketball-cards,153946,bam-adebayo,11,Panini Prizm,panini-prizm,"2017,Panini Prizm,051,Bam Adebayo,Purple Prizm",2514128,Bam Adebayo,20019,Purple Prizm,2017
051,Basketball Cards,basketball-cards,153946,bam-adebayo,1,Panini Prizm,panini-prizm,"2017,Panini Prizm,051,Bam Adebayo,Red Shimmer",4505474,Bam Adebayo,20019,Red Shimmer,2017
051,Basketball Cards,basketball-cards,153946,bam-adebayo,979,Panini Prizm,panini-prizm,"2017,Panini Prizm,051,Bam Adebayo",2526828,Bam Adebayo,20019,,2017
027,Basketball Cards,basketball-cards,153946,justin-jackson,2,Panini Prizm,panini-prizm,"2017,Panini Prizm,027,Justin Jackson,Fast Break Prizm-Purple",2639923,Justin Jackson,20019,Fast Break Prizm-Purple,2017
027,Basketball Cards,basketball-cards,153946,justin-jackson,3,Panini Prizm,panini-prizm,"2017,Panini Prizm,027,Justin Jackson,Blue Ice",2513308,Justin Jackson,20019,Blue Ice,2017
027,Basketball Cards,basketball-cards,153946,justin-jackson,27,Panini Prizm,panini-prizm,"2017,Panini Prizm,027,Justin Jackson,Silver Prizm",2513309,Justin Jackson,20019,Silver Prizm,2017
027,Basketball Cards,basketball-cards,153946,justin-jackson,3,Panini Prizm,panini-prizm,"2017,Panini Prizm,027,Justin Jackson,Purple Prizm",2538900,Justin Jackson,20019,Purple Prizm,2017
027,Basketball Cards,basketball-cards,153946,justin-jackson,5,Panini Prizm,panini-prizm,"2017,Panini Prizm,027,Justin Jackson,Ruby Wave",2529980,Justin Jackson,20019,Ruby Wave,2017
027,Basketball Cards,basketball-cards,153946,justin-jackson,1,Panini Prizm,panini-prizm,"2017,Panini Prizm,027,Justin Jackson,Blue Prizm",2536063,Justin Jackson,20019,Blue Prizm,2017
027,Basketball Cards,basketball-cards,153946,justin-jackson,1,Panini Prizm,panini-prizm,"2017,Panini Prizm,027,Justin Jackson,Red Pulsar",2614950,Justin Jackson,20019,Red Pulsar,2017
027,Basketball Cards,basketball-cards,153946,justin-jackson,2,Panini Prizm,panini-prizm,"2017,Panini Prizm,027,Justin Jackson,Autograph",2624949,Justin Jackson,20019,Autograph,2017
027,Basketball Cards,basketball-cards,153946,justin-jackson,1,Panini Prizm,panini-prizm,"2017,Panini Prizm,027,Justin Jackson,Green Pulsar",2526654,Justin Jackson,20019,Green Pulsar,2017
027,Basketball Cards,basketball-cards,153946,justin-jackson,5,Panini Prizm,panini-prizm,"2017,Panini Prizm,027,Justin Jackson,Red White Blue Prizm",2526871,Justin Jackson,20019,Red White Blue Prizm,2017
027,Basketball Cards,basketball-cards,153946,justin-jackson,7,Panini Prizm,panini-prizm,"2017,Panini Prizm,027,Justin Jackson",2529718,Justin Jackson,20019,,2017
027,Basketball Cards,basketball-cards,153946,justin-jackson,2,Panini Prizm,panini-prizm,"2017,Panini Prizm,027,Justin Jackson,Green Prizm",2568483,Justin Jackson,20019,Green Prizm,2017
027,Basketball Cards,basketball-cards,153946,justin-jackson,1,Panini Prizm,panini-prizm,"2017,Panini Prizm,027,Justin Jackson,Hyper Prizm",2549085,Justin Jackson,20019,Hyper Prizm,2017
027,Basketball Cards,basketball-cards,153946,justin-jackson,1,Panini Prizm,panini-prizm,"2017,Panini Prizm,027,Justin Jackson,Fast Break Prizm-Red",3204408,Justin Jackson,20019,Fast Break Prizm-Red,2017
027,Basketball Cards,basketball-cards,153946,justin-jackson,1,Panini Prizm,panini-prizm,"2017,Panini Prizm,027,Justin Jackson,Fast Break Prizm-Pink",3658981,Justin Jackson,20019,Fast Break Prizm-Pink,2017
027,Basketball Cards,basketball-cards,153946,justin-jackson,1,Panini Prizm,panini-prizm,"2017,Panini Prizm,027,Justin Jackson,Fast Break Prizm-Bronze",3717778,Justin Jackson,20019,Fast Break Prizm-Bronze,2017
027,Basketball Cards,basketball-cards,153946,justin-jackson,1,Panini Prizm,panini-prizm,"2017,Panini Prizm,027,Justin Jackson,Fast Break Prizm-Blue",3344273,Justin Jackson,20019,Fast Break Prizm-Blue,2017
085,Basketball Cards,basketball-cards,153946,justin-patton,1,Panini Prizm,panini-prizm,"2017,Panini Prizm,085,Justin Patton,Green Pulsar Prizm",2650202,Justin Patton,20019,Green Pulsar Prizm,2017
085,Basketball Cards,basketball-cards,153946,justin-patton,3,Panini Prizm,panini-prizm,"2017,Panini Prizm,085,Justin Patton,Gold Prizm",2642720,Justin Patton,20019,Gold Prizm,2017
085,Basketball Cards,basketball-cards,153946,justin-patton,9,Panini Prizm,panini-prizm,"2017,Panini Prizm,085,Justin Patton,Autograph",2541494,Justin Patton,20019,Autograph,2017
085,Basketball Cards,basketball-cards,153946,justin-patton,6,Panini Prizm,panini-prizm,"2017,Panini Prizm,085,Justin Patton,Purple Prizm",2521581,Justin Patton,20019,Purple Prizm,2017
085,Basketball Cards,basketball-cards,153946,justin-patton,3,Panini Prizm,panini-prizm,"2017,Panini Prizm,085,Justin Patton,Blue Ice",2521587,Justin Patton,20019,Blue Ice,2017
085,Basketball Cards,basketball-cards,153946,justin-patton,1,Panini Prizm,panini-prizm,"2017,Panini Prizm,085,Justin Patton,Red Pulsar",2526666,Justin Patton,20019,Red Pulsar,2017
085,Basketball Cards,basketball-cards,153946,justin-patton,1,Panini Prizm,panini-prizm,"2017,Panini Prizm,085,Justin Patton,Red Shimmer",2512498,Justin Patton,20019,Red Shimmer,2017
085,Basketball Cards,basketball-cards,153946,justin-patton,3,Panini Prizm,panini-prizm,"2017,Panini Prizm,085,Justin Patton,Hyper Prizm",2513320,Justin Patton,20019,Hyper Prizm,2017
085,Basketball Cards,basketball-cards,153946,justin-patton,14,Panini Prizm,panini-prizm,"2017,Panini Prizm,085,Justin Patton,Silver Prizm",2514237,Justin Patton,20019,Silver Prizm,2017
085,Basketball Cards,basketball-cards,153946,justin-patton,1,Panini Prizm,panini-prizm,"2017,Panini Prizm,085,Justin Patton,Pink Pulsar",2722757,Justin Patton,20019,Pink Pulsar,2017
181,Basketball Cards,basketball-cards,140251,d-j-wilson,1,Panini Prizm,panini-prizm,"2016,Panini Prizm,181,D.J. Wilson,Mojo Prizm",2517984,D.J. Wilson,20019,Mojo Prizm,2016
225,Basketball Cards,basketball-cards,153946,t-j-leaf,4,Panini Prizm,panini-prizm,"2017,Panini Prizm,225,T.J. Leaf,Ruby Wave",2511868,T.J. Leaf,20019,Ruby Wave,2017
225,Basketball Cards,basketball-cards,153946,t-j-leaf,3,Panini Prizm,panini-prizm,"2017,Panini Prizm,225,T.J. Leaf,Blue Prizm",2514207,T.J. Leaf,20019,Blue Prizm,2017
225,Basketball Cards,basketball-cards,153946,t-j-leaf,3,Panini Prizm,panini-prizm,"2017,Panini Prizm,225,T.J. Leaf,Gold Prizm",2539821,T.J. Leaf,20019,Gold Prizm,2017
225,Basketball Cards,basketball-cards,153946,t-j-leaf,1,Panini Prizm,panini-prizm,"2017,Panini Prizm,225,T.J. Leaf,Green Pulsar",2577642,T.J. Leaf,20019,Green Pulsar,2017
225,Basketball Cards,basketball-cards,153946,t-j-leaf,1,Panini Prizm,panini-prizm,"2017,Panini Prizm,225,T.J. Leaf,Red White Blue Prizm",2521306,T.J. Leaf,20019,Red White Blue Prizm,2017
225,Basketball Cards,basketball-cards,153946,t-j-leaf,7,Panini Prizm,panini-prizm,"2017,Panini Prizm,225,T.J. Leaf,Blue Ice",2521559,T.J. Leaf,20019,Blue Ice,2017
225,Basketball Cards,basketball-cards,153946,t-j-leaf,1,Panini Prizm,panini-prizm,"2017,Panini Prizm,225,T.J. Leaf,Fast Break Prizm-Red",2710286,T.J. Leaf,20019,Fast Break Prizm-Red,2017
225,Basketball Cards,basketball-cards,153946,t-j-leaf,1,Panini Prizm,panini-prizm,"2017,Panini Prizm,225,T.J. Leaf,Fast Break Prizm-Neon Green",2740659,T.J. Leaf,20019,Fast Break Prizm-Neon Green,2017
225,Basketball Cards,basketball-cards,153946,t-j-leaf,1,Panini Prizm,panini-prizm,"2017,Panini Prizm,225,T.J. Leaf,Red Pulsar",2657014,T.J. Leaf,20019,Red Pulsar,2017
225,Basketball Cards,basketball-cards,153946,t-j-leaf,2,Panini Prizm,panini-prizm,"2017,Panini Prizm,225,T.J. Leaf,Autograph",2528429,T.J. Leaf,20019,Autograph,2017
225,Basketball Cards,basketball-cards,153946,t-j-leaf,2,Panini Prizm,panini-prizm,"2017,Panini Prizm,225,T.J. Leaf,Purple Prizm",2529681,T.J. Leaf,20019,Purple Prizm,2017
225,Basketball Cards,basketball-cards,153946,t-j-leaf,1,Panini Prizm,panini-prizm,"2017,Panini Prizm,225,T.J. Leaf,Fast Break Prizm-Blue",2563671,T.J. Leaf,20019,Fast Break Prizm-Blue,2017
225,Basketball Cards,basketball-cards,153946,t-j-leaf,16,Panini Prizm,panini-prizm,"2017,Panini Prizm,225,T.J. Leaf,Silver Prizm",2516130,T.J. Leaf,20019,Silver Prizm,2017
109,Basketball Cards,basketball-cards,153946,john-collins,17,Panini Prizm,panini-prizm,"2017,Panini Prizm,109,John Collins,Fast Break Prizm-Red",2631055,John Collins,20019,Fast Break Prizm-Red,2017
109,Basketball Cards,basketball-cards,153946,john-collins,2,Panini Prizm,panini-prizm,"2017,Panini Prizm,109,John Collins,Mojo Prizm",2590146,John Collins,20019,Mojo Prizm,2017
109,Basketball Cards,basketball-cards,153946,john-collins,12,Panini Prizm,panini-prizm,"2017,Panini Prizm,109,John Collins,Fast Break Prizm-Purple",2624466,John Collins,20019,Fast Break Prizm-Purple,2017
109,Basketball Cards,basketball-cards,153946,john-collins,3,Panini Prizm,panini-prizm,"2017,Panini Prizm,109,John Collins,Pink Pulsar",2609726,John Collins,20019,Pink Pulsar,2017
109,Basketball Cards,basketball-cards,153946,john-collins,2,Panini Prizm,panini-prizm,"2017,Panini Prizm,109,John Collins,Fast Break Prizm-Autograph-Gold",2835705,John Collins,20019,Fast Break Prizm-Autograph-Gold,2017
109,Basketball Cards,basketball-cards,153946,john-collins,11,Panini Prizm,panini-prizm,"2017,Panini Prizm,109,John Collins,Blue Ice",2538873,John Collins,20019,Blue Ice,2017
109,Basketball Cards,basketball-cards,153946,john-collins,37,Panini Prizm,panini-prizm,"2017,Panini Prizm,109,John Collins,Fast Break Prizm",2539814,John Collins,20019,Fast Break Prizm,2017
109,Basketball Cards,basketball-cards,153946,john-collins,1,Panini Prizm,panini-prizm,"2017,Panini Prizm,109,John Collins,Green Pulsar",2545933,John Collins,20019,Green Pulsar,2017
109,Basketball Cards,basketball-cards,153946,john-collins,23,Panini Prizm,panini-prizm,"2017,Panini Prizm,109,John Collins,Fast Break Prizm-Blue",2549044,John Collins,20019,Fast Break Prizm-Blue,2017
109,Basketball Cards,basketball-cards,153946,john-collins,8,Panini Prizm,panini-prizm,"2017,Panini Prizm,109,John Collins,Fast Break Prizm-Pink",2563695,John Collins,20019,Fast Break Prizm-Pink,2017
109,Basketball Cards,basketball-cards,153946,john-collins,1,Panini Prizm,panini-prizm,"2017,Panini Prizm,109,John Collins,White Sparkle Prizm",2567995,John Collins,20019,White Sparkle Prizm,2017
109,Basketball Cards,basketball-cards,153946,john-collins,4,Panini Prizm,panini-prizm,"2017,Panini Prizm,109,John Collins,Orange Prizm",2555195,John Collins,20019,Orange Prizm,2017
109,Basketball Cards,basketball-cards,153946,john-collins,39,Panini Prizm,panini-prizm,"2017,Panini Prizm,109,John Collins,Ruby Wave",2517215,John Collins,20019,Ruby Wave,2017
109,Basketball Cards,basketball-cards,153946,john-collins,93,Panini Prizm,panini-prizm,"2017,Panini Prizm,109,John Collins,Autograph",2517220,John Collins,20019,Autograph,2017
109,Basketball Cards,basketball-cards,153946,john-collins,21,Panini Prizm,panini-prizm,"2017,Panini Prizm,109,John Collins,Blue Prizm",2519016,John Collins,20019,Blue Prizm,2017
109,Basketball Cards,basketball-cards,153946,john-collins,659,Panini Prizm,panini-prizm,"2017,Panini Prizm,109,John Collins",2507104,John Collins,20019,,2017
109,Basketball Cards,basketball-cards,153946,john-collins,10,Panini Prizm,panini-prizm,"2017,Panini Prizm,109,John Collins,Hyper Prizm",2529977,John Collins,20019,Hyper Prizm,2017
109,Basketball Cards,basketball-cards,153946,john-collins,61,Panini Prizm,panini-prizm,"2017,Panini Prizm,109,John Collins,Fast Break Prizm-Autograph",2534274,John Collins,20019,Fast Break Prizm-Autograph,2017
109,Basketball Cards,basketball-cards,153946,john-collins,34,Panini Prizm,panini-prizm,"2017,Panini Prizm,109,John Collins,Green Prizm",2535636,John Collins,20019,Green Prizm,2017
109,Basketball Cards,basketball-cards,153946,john-collins,66,Panini Prizm,panini-prizm,"2017,Panini Prizm,109,John Collins,Red White Blue Prizm",2526141,John Collins,20019,Red White Blue Prizm,2017
109,Basketball Cards,basketball-cards,153946,john-collins,4,Panini Prizm,panini-prizm,"2017,Panini Prizm,109,John Collins,Red Pulsar",2527473,John Collins,20019,Red Pulsar,2017
109,Basketball Cards,basketball-cards,153946,john-collins,349,Panini Prizm,panini-prizm,"2017,Panini Prizm,109,John Collins,Silver Prizm",2509413,John Collins,20019,Silver Prizm,2017
109,Basketball Cards,basketball-cards,153946,john-collins,1,Panini Prizm,panini-prizm,"2017,Panini Prizm,109,John Collins,Gold Prizm",2509433,John Collins,20019,Gold Prizm,2017
109,Basketball Cards,basketball-cards,153946,john-collins,6,Panini Prizm,panini-prizm,"2017,Panini Prizm,109,John Collins,Purple Prizm",2514239,John Collins,20019,Purple Prizm,2017
028,Basketball Cards,basketball-cards,153946,harry-giles,3,Panini Prizm,panini-prizm,"2017,Panini Prizm,028,Harry Giles,Fast Break Prizm",2593131,Harry Giles,20019,Fast Break Prizm,2017
028,Basketball Cards,basketball-cards,153946,harry-giles,2,Panini Prizm,panini-prizm,"2017,Panini Prizm,028,Harry Giles,Green Pulsar",2593133,Harry Giles,20019,Green Pulsar,2017
028,Basketball Cards,basketball-cards,153946,harry-giles,4,Panini Prizm,panini-prizm,"2017,Panini Prizm,028,Harry Giles,Fast Break Prizm-Autograph",2597269,Harry Giles,20019,Fast Break Prizm-Autograph,2017
028,Basketball Cards,basketball-cards,153946,harry-giles,7,Panini Prizm,panini-prizm,"2017,Panini Prizm,028,Harry Giles,Hyper Prizm",2513319,Harry Giles,20019,Hyper Prizm,2017
028,Basketball Cards,basketball-cards,153946,harry-giles,149,Panini Prizm,panini-prizm,"2017,Panini Prizm,028,Harry Giles,Silver Prizm",2514214,Harry Giles,20019,Silver Prizm,2017
028,Basketball Cards,basketball-cards,153946,harry-giles,3,Panini Prizm,panini-prizm,"2017,Panini Prizm,028,Harry Giles,Blue Prizm",2514217,Harry Giles,20019,Blue Prizm,2017
028,Basketball Cards,basketball-cards,153946,harry-giles,6,Panini Prizm,panini-prizm,"2017,Panini Prizm,028,Harry Giles,Blue Ice",2577373,Harry Giles,20019,Blue Ice,2017
028,Basketball Cards,basketball-cards,153946,harry-giles,8,Panini Prizm,panini-prizm,"2017,Panini Prizm,028,Harry Giles,Ruby Wave",2523694,Harry Giles,20019,Ruby Wave,2017
028,Basketball Cards,basketball-cards,153946,harry-giles,1,Panini Prizm,panini-prizm,"2017,Panini Prizm,028,Harry Giles,Purple Prizm",2524354,Harry Giles,20019,Purple Prizm,2017
028,Basketball Cards,basketball-cards,153946,harry-giles,14,Panini Prizm,panini-prizm,"2017,Panini Prizm,028,Harry Giles,Red White Blue Prizm",2524371,Harry Giles,20019,Red White Blue Prizm,2017
028,Basketball Cards,basketball-cards,153946,harry-giles,1,Panini Prizm,panini-prizm,"2017,Panini Prizm,028,Harry Giles,Red Pulsar",2533742,Harry Giles,20019,Red Pulsar,2017
028,Basketball Cards,basketball-cards,153946,harry-giles,6,Panini Prizm,panini-prizm,"2017,Panini Prizm,028,Harry Giles,Green Prizm",2536101,Harry Giles,20019,Green Prizm,2017
028,Basketball Cards,basketball-cards,153946,harry-giles,2,Panini Prizm,panini-prizm,"2017,Panini Prizm,028,Harry Giles,Fast Break Prizm-Neon Green",2723060,Harry Giles,20019,Fast Break Prizm-Neon Green,2017
028,Basketball Cards,basketball-cards,153946,harry-giles,2,Panini Prizm,panini-prizm,"2017,Panini Prizm,028,Harry Giles,Orange Prizm",2601571,Harry Giles,20019,Orange Prizm,2017
028,Basketball Cards,basketball-cards,153946,harry-giles,45,Panini Prizm,panini-prizm,"2017,Panini Prizm,028,Harry Giles",2528517,Harry Giles,20019,,2017
028,Basketball Cards,basketball-cards,153946,harry-giles,3,Panini Prizm,panini-prizm,"2017,Panini Prizm,028,Harry Giles,White Sparkle Prizm",2568171,Harry Giles,20019,White Sparkle Prizm,2017
028,Basketball Cards,basketball-cards,153946,harry-giles,1,Panini Prizm,panini-prizm,"2017,Panini Prizm,028,Harry Giles,Pink Pulsar",2546074,Harry Giles,20019,Pink Pulsar,2017
028,Basketball Cards,basketball-cards,153946,harry-giles,7,Panini Prizm,panini-prizm,"2017,Panini Prizm,028,Harry Giles,Fast Break Prizm-Red",2552814,Harry Giles,20019,Fast Break Prizm-Red,2017
028,Basketball Cards,basketball-cards,153946,harry-giles,6,Panini Prizm,panini-prizm,"2017,Panini Prizm,028,Harry Giles,Fast Break Prizm-Purple",2553003,Harry Giles,20019,Fast Break Prizm-Purple,2017
028,Basketball Cards,basketball-cards,153946,harry-giles,1,Panini Prizm,panini-prizm,"2017,Panini Prizm,028,Harry Giles,Fast Break Prizm-Bronze",3309238,Harry Giles,20019,Fast Break Prizm-Bronze,2017
267,Basketball Cards,basketball-cards,153946,terrance-ferguson,1,Panini Prizm,panini-prizm,"2017,Panini Prizm,267,Terrance Ferguson,Mojo Prizm",2511796,Terrance Ferguson,20019,Mojo Prizm,2017
267,Basketball Cards,basketball-cards,153946,terrance-ferguson,4,Panini Prizm,panini-prizm,"2017,Panini Prizm,267,Terrance Ferguson,Ruby Wave",2511860,Terrance Ferguson,20019,Ruby Wave,2017
267,Basketball Cards,basketball-cards,153946,terrance-ferguson,2,Panini Prizm,panini-prizm,"2017,Panini Prizm,267,Terrance Ferguson,Purple Prizm",2577624,Terrance Ferguson,20019,Purple Prizm,2017
267,Basketball Cards,basketball-cards,153946,terrance-ferguson,2,Panini Prizm,panini-prizm,"2017,Panini Prizm,267,Terrance Ferguson,Orange Prizm",2577633,Terrance Ferguson,20019,Orange Prizm,2017
267,Basketball Cards,basketball-cards,153946,terrance-ferguson,5,Panini Prizm,panini-prizm,"2017,Panini Prizm,267,Terrance Ferguson,Green Prizm",2536072,Terrance Ferguson,20019,Green Prizm,2017
267,Basketball Cards,basketball-cards,153946,terrance-ferguson,3,Panini Prizm,panini-prizm,"2017,Panini Prizm,267,Terrance Ferguson,Pink Pulsar",2536073,Terrance Ferguson,20019,Pink Pulsar,2017
267,Basketball Cards,basketball-cards,153946,terrance-ferguson,1,Panini Prizm,panini-prizm,"2017,Panini Prizm,267,Terrance Ferguson,White Sparkle Prizm",2694754,Terrance Ferguson,20019,White Sparkle Prizm,2017
267,Basketball Cards,basketball-cards,153946,terrance-ferguson,3,Panini Prizm,panini-prizm,"2017,Panini Prizm,267,Terrance Ferguson,Gold Prizm",2722766,Terrance Ferguson,20019,Gold Prizm,2017
267,Basketball Cards,basketball-cards,153946,terrance-ferguson,4,Panini Prizm,panini-prizm,"2017,Panini Prizm,267,Terrance Ferguson,Blue Ice",2525607,Terrance Ferguson,20019,Blue Ice,2017
267,Basketball Cards,basketball-cards,153946,terrance-ferguson,2,Panini Prizm,panini-prizm,"2017,Panini Prizm,267,Terrance Ferguson,Green Pulsar",2526653,Terrance Ferguson,20019,Green Pulsar,2017
267,Basketball Cards,basketball-cards,153946,terrance-ferguson,6,Panini Prizm,panini-prizm,"2017,Panini Prizm,267,Terrance Ferguson",2526815,Terrance Ferguson,20019,,2017
267,Basketball Cards,basketball-cards,153946,terrance-ferguson,2,Panini Prizm,panini-prizm,"2017,Panini Prizm,267,Terrance Ferguson,Fast Break Prizm-Blue",2554203,Terrance Ferguson,20019,Fast Break Prizm-Blue,2017
267,Basketball Cards,basketball-cards,153946,terrance-ferguson,2,Panini Prizm,panini-prizm,"2017,Panini Prizm,267,Terrance Ferguson,Blue Prizm",2552227,Terrance Ferguson,20019,Blue Prizm,2017
267,Basketball Cards,basketball-cards,153946,terrance-ferguson,1,Panini Prizm,panini-prizm,"2017,Panini Prizm,267,Terrance Ferguson,Black Prizm 1/1",2517988,Terrance Ferguson,20019,Black Prizm 1/1,2017
267,Basketball Cards,basketball-cards,153946,terrance-ferguson,2,Panini Prizm,panini-prizm,"2017,Panini Prizm,267,Terrance Ferguson,Red Pulsar",2517990,Terrance Ferguson,20019,Red Pulsar,2017
267,Basketball Cards,basketball-cards,153946,terrance-ferguson,49,Panini Prizm,panini-prizm,"2017,Panini Prizm,267,Terrance Ferguson,Silver Prizm",2516133,Terrance Ferguson,20019,Silver Prizm,2017
267,Basketball Cards,basketball-cards,153946,terrance-ferguson,1,Panini Prizm,panini-prizm,"2017,Panini Prizm,267,Terrance Ferguson,Fast Break Prizm-Neon Green",2982836,Terrance Ferguson,20019,Fast Break Prizm-Neon Green,2017
154,Basketball Cards,basketball-cards,153946,jarrett-allen,6,Panini Prizm,panini-prizm,"2017,Panini Prizm,154,Jarrett Allen,Fast Break Prizm-Red",2666095,Jarrett Allen,20019,Fast Break Prizm-Red,2017
154,Basketball Cards,basketball-cards,153946,jarrett-allen,5,Panini Prizm,panini-prizm,"2017,Panini Prizm,154,Jarrett Allen,White Sparkle Prizm",2593885,Jarrett Allen,20019,White Sparkle Prizm,2017
154,Basketball Cards,basketball-cards,153946,jarrett-allen,1,Panini Prizm,panini-prizm,"2017,Panini Prizm,154,Jarrett Allen,Fast Break Prizm-Bronze",2852555,Jarrett Allen,20019,Fast Break Prizm-Bronze,2017
154,Basketball Cards,basketball-cards,153946,jarrett-allen,2,Panini Prizm,panini-prizm,"2017,Panini Prizm,154,Jarrett Allen,Fast Break Prizm-Purple",2888261,Jarrett Allen,20019,Fast Break Prizm-Purple,2017
154,Basketball Cards,basketball-cards,153946,jarrett-allen,1,Panini Prizm,panini-prizm,"2017,Panini Prizm,154,Jarrett Allen,Fast Break Prizm-Neon Green",2840829,Jarrett Allen,20019,Fast Break Prizm-Neon Green,2017
154,Basketball Cards,basketball-cards,153946,jarrett-allen,3,Panini Prizm,panini-prizm,"2017,Panini Prizm,154,Jarrett Allen,Fast Break Prizm-Autograph-Gold",3047627,Jarrett Allen,20019,Fast Break Prizm-Autograph-Gold,2017
